Nombre Entidad,Nit Entidad,Departamento,Ciudad,Localización,Orden,Sector,Rama,Entidad Centralizada,Proceso de Compra,ID Contrato,Referencia del Contrato,Estado Contrato,Codigo de Categoria Principal,Descripcion del Proceso,Tipo de Contrato,Modalidad de Contratacion,Justificacion Modalidad de Contratacion,Fecha de Firma,Fecha de Inicio del Contrato,Fecha de Fin del Contrato,Fecha de Inicio de Ejecucion,Fecha de Fin de Ejecucion,Condiciones de Entrega,TipoDocProveedor,Documento Proveedor,Proveedor Adjudicado,Es Grupo,Es Pyme,Habilita Pago Adelantado,Liquidación,Obligación Ambiental,Obligaciones Postconsumo,Reversion,Valor del Contrato,Valor de pago adelantado,Valor Facturado,Valor Pendiente de Pago,Valor Pagado,Valor Amortizado,Valor Pendiente de Amortizacion,Valor Pendiente de Ejecucion,Estado BPIN,Código BPIN,Anno BPIN,Saldo CDP,Saldo Vigencia,EsPostConflicto,URLProceso,Destino Gasto,Origen de los Recursos,Dias Adicionados,Puntos del Acuerdo,Pilares del Acuerdo,Nombre Representante Legal,Nacionalidad Representante Legal,Tipo de Identificación Representante Legal,Identificación Representante Legal,Género Representante Legal,Presupuesto General de la Nacion – PGN,Sistema General de Participaciones,Sistema General de Regalías,"Recursos Propios (Alcaldías, Gobernaciones y Resguardos Indígenas)",Recursos de Credito,Recursos Propios,Ultima Actualizacion,Codigo Entidad,Fecha Inicio Liquidacion,Fecha Fin Liquidacion,Codigo Proveedor,Objeto del Contrato
SECRETARIA DISTRITAL DE AMBIENTE,"899,999,061",Distrito Capital de Bogotá,Bogotá,"Colombia, Bogotá, Bogotá",Territorial,Ambiente y Desarrollo Sostenible,Ejecutivo,Centralizada,CO1.BDOS.4345180,CO1.PCCNTR.4907421,SDA-CPS-20231544,Activo,V1.80111600,PRESTAR LOS SERVICIOS PROFESIONALES PARA REALIZAR EL ANÁLISIS DE DATOS CUANTITATIVOS ASOCIADOS A LA GESTIÓN DE SUELOSCONTAMINADOS EN ARAS DE ESTABLECER UNA LÍNEA BASE DE LA CALIDAD DEL RECURSO SUELO EN EL DISTRITO CAPITAL,Prestación de servicios,Contratación directa,ServiciosProfesionales,04/28/2023,,12/30/2023,,,A convenir,Cédula de Ciudadanía,1032483991,CAMILO ENRIQUE LIZARAZO LAVERDE,No,No,No,No,No,No,No,"35,272,000",0,0,"35,272,000",0,0,0,"35,272,000",Válido,No Definido,N/D,0,0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4348951&isFromPublicArea=True&isModal=true&asPopupView=true,Inversión,Recursos Propios,0,No aplica,No aplica,CAMILO ENRIQUE LIZARAZO LAVERDE,COLOMBIANO,Cédula de Ciudadanía,1032483991,Hombre,0,0,0,0,0,"35,272,000",04/28/2023 12:00:00 AM,702016304,,,721544336,PRESTAR LOS SERVICIOS PROFESIONALES PARA REALIZAR EL ANÁLISIS DE DATOS CUANTITATIVOS ASOCIADOS A LA GESTIÓN DE SUELOS CONTAMINADOS EN ARAS DE ESTABLECER UNA LÍNEA BASE DE LA CALIDAD DEL RECURSO SUELO EN EL DISTRITO CAPITAL
ALCALDIA MUNICIPAL DE VALLEDUPAR,"800,098,911",Cesar,Valledupar,"Colombia,  Cesar ,  Valledupar",Territorial,Servicio Público,Ejecutivo,Centralizada,CO1.BDOS.4343758,CO1.PCCNTR.4906582,993-SGR DE 2023,Activo,V1.85101700,PRESTACIÓN DE SERVICIOS DE SALUD PARA EJECUTAR LAS ACTIVIDADES DEL PLAN DE SALUD PÚBLICA DE INTERVENCIONES COLECTIVAS ENMARCADAS DENTRO DE LAS DIMENSIONES DEL PLAN DE ACCIÓN DE SALUD DEL MUNICIPIO DE VALLEDUPAR  AÑO 2023,Otro,Contratación directa,ContratosConveniosInteradministrativosValorCero,04/28/2023,,12/10/2023,,,A convenir,No Definido,824000725,ESE HOSPITAL EDUARDO ARREDONDO DAZA,No,No,No,No,No,No,No,"1,416,738,625",0,0,"1,416,738,625",0,0,0,"1,416,738,625",Válido,No Definido,N/D,0,0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4348070&isFromPublicArea=True&isModal=true&asPopupView=true,Funcionamiento,Distribuido,0,No aplica,No aplica,Sin Descripcion,Sin Descripcion,Sin Descripcion,Sin Descripcion,No Definido,0,0,0,"1,416,738,625",0,0,04/28/2023 12:00:00 AM,703639690,,,711315945,PRESTACIÓN DE SERVICIOS DE SALUD PARA EJECUTAR LAS ACTIVIDADES DEL PLAN DE SALUD PÚBLICA DE INTERVENCIONES COLECTIVAS ENMARCADAS DENTRO DE LAS DIMENSIONES DEL PLAN DE ACCIÓN DE SALUD DEL MUNICIPIO DE VALLEDUPAR  AÑO 2023
DISTRITO ESPECIAL INDUSTRIAL Y PORTUARIO DE BARRANQUILLA,"890,102,018",Atlántico,Barranquilla,"Colombia,  Atlántico ,  Barranquilla",Territorial,Servicio Público,Ejecutivo,Descentralizada,CO1.BDOS.4330711,CO1.PCCNTR.4897447,CD-33-2023-2902,Activo,V1.80111600,PRESTACIÓNDE SERVICIOS PROFESIONALES PARA ASESORAR LAS ACTIVIDADES DIRIGIDAS A MITIGAR LOS RIESGOSASOCIADOS A LA CONFLICTIVIDAD Y VIOLENCIA JUVENIL EN EL MARCO DE LA EJECUCIÓN DEL PLANINTEGRAL DE SEGURIDAD Y CONVIVENCIA CIUDADANA DEL DISTRITO DE BARRANQUILLA,Prestación de servicios,Contratación directa,ServiciosProfesionales,04/28/2023,,10/27/2023,,,No Definido,Cédula de Ciudadanía,72258117,Carlos Enrique Casianis Cortes,No,No,No,No,No,No,No,"13,228,800",0,0,"13,228,800",0,0,0,"13,228,800",Válido,No Definido,N/D,"159,929,328",0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4333401&isFromPublicArea=True&isModal=true&asPopupView=true,Inversión,Distribuido,0,No aplica,No aplica,Carlos Enrique Casianis Cortes,Colombiano,Cédula de Ciudadanía,72258117,Hombre,0,0,0,"13,228,800",0,0,04/28/2023 12:00:00 AM,702442096,,,712796085,PRESTACIÓNDE SERVICIOS PROFESIONALES PARA ASESORAR LAS ACTIVIDADES DIRIGIDAS A MITIGAR LOS RIESGOSASOCIADOS A LA CONFLICTIVIDAD Y VIOLENCIA JUVENIL EN EL MARCO DE LA EJECUCIÓN DEL PLAN INTEGRAL DE SEGURIDAD Y CONVIVENCIA CIUDADANA DEL DISTRITO DE BARRANQUILLA
DISTRITO ESPECIAL INDUSTRIAL Y PORTUARIO DE BARRANQUILLA,"890,102,018",Atlántico,Barranquilla,"Colombia,  Atlántico ,  Barranquilla",Territorial,Servicio Público,Ejecutivo,Descentralizada,CO1.BDOS.4335288,CO1.PCCNTR.4899950,CD-57-2023-3039,Activo,V1.80111600,PRESTACION DE SERVICIOS DE APOYO A LA GESTION PARA BRINDAR ASISTENCIA Y ACOMPAÑAMIENTO EN LAS ACTIVIDADES OPERATIVAS TECNICAS Y ADMINISTRATIVAS DE LA SECRETARIA DISTRITAL DE CONTROL URBANO Y ESPACIO PUBLICO,Prestación de servicios,Contratación directa,ServiciosProfesionales,04/28/2023,,08/26/2023,,,No Definido,Cédula de Ciudadanía,72151021,ADOLFO JOSE ARROYO HERNANDEZ,No,No,No,No,No,No,No,"8,320,000",0,0,"8,320,000",0,0,0,"8,320,000",Válido,No Definido,N/D,"214,440,000",0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4338376&isFromPublicArea=True&isModal=true&asPopupView=true,Inversión,Distribuido,0,No aplica,No aplica,ADOLFO JOSE ARROYO HERNANDEZ,COLOMBIANO,Sin Descripcion,72151021,No Definido,0,0,0,"8,320,000",0,0,04/28/2023 12:00:00 AM,702442096,,,709850770,PRESTACION DE SERVICIOS DE APOYO A LA GESTION PARA BRINDAR ASISTENCIA Y ACOMPAÑAMIENTO EN LAS ACTIVIDADES OPERATIVAS TECNICAS Y ADMINISTRATIVAS DE LA SECRETARIA DISTRITAL DE CONTROL URBANO Y ESPACIO PUBLICO
MINISTERIO DEL DEPORTE,"899,999,306",Distrito Capital de Bogotá,Bogotá,"Colombia, Bogotá, Bogotá",Nacional,deportes,Ejecutivo,Centralizada,CO1.BDOS.4340332,CO1.PCCNTR.4904855,CPS-714-2023,Activo,V1.81112205,Mantenimiento y soporte del sistema de recursos humanos SARA,Prestación de servicios,Contratación directa,PluralityPrestacion,04/28/2023,,12/31/2023,,,A convenir,No Definido,800233464,UNON SOLUCIONES SISTEMAS DE INFORMACION SAS,No,Si,No,Si,No,No,No,"64,881,180",0,0,"64,881,180",0,0,0,"64,881,180",Válido,No Definido,N/D,"64,881,180",0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4345294&isFromPublicArea=True&isModal=true&asPopupView=true,Inversión,Distribuido,0,No aplica,No aplica,CRISTOBAL BARRERA VARGAS,COLOMBIANO,Sin Descripcion,79360052,No Definido,"64,881,180",0,0,0,0,0,04/28/2023 12:00:00 AM,700613045,2024-01-01 05:00:00,2026-07-02 04:59:00,701160335,Mantenimiento y soporte del sistema de recursos humanos SARA
SECRETARIA DISTRITAL DE LA MUJER,"899,999,061",Distrito Capital de Bogotá,Bogotá,"Colombia, Bogotá, Bogotá",Territorial,Servicio Público,Ejecutivo,Centralizada,CO1.BDOS.4348589,CO1.PCCNTR.4910041,912-2023,Activo,V1.80111620,Prestar servicios profesionales a la Dirección de Gestión del Conocimiento estructurando las bases de datos y su interacción para soportar los análisis propuestos desde el Observatorio de Mujeres y Equidad de Género  OMEG,Prestación de servicios,Contratación directa,ServiciosProfesionales,04/28/2023,,12/31/2023,,,No Definido,Cédula de Ciudadanía,1067856673,JOSE MIGUEL DAGER MONTOYA,No,Si,No,No,No,No,No,"74,160,000",0,0,"74,160,000",0,0,0,"74,160,000",Válido,No Definido,N/D,0,0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4352094&isFromPublicArea=True&isModal=true&asPopupView=true,Inversión,Distribuido,0,No aplica,No aplica,JOSE MIGUEL DAGER MONTOYA,Colombiano,Sin Descripcion,1067856673,No Definido,0,0,0,"74,160,000",0,0,04/28/2023 12:00:00 AM,702091182,,,708579123,Prestar servicios profesionales a la Dirección de Gestión del Conocimiento estructurando las bases de datos y su interacción para soportar los análisis propuestos desde el Observatorio de Mujeres y Equidad de Género  OMEG
SENA REGIONAL NORTE DE SANTANDER Grupo de Apoyo Administrativo Mixto,"899,999,034",Norte de Santander,Cúcuta,"Colombia,  Norte de Santander ,  Cúcuta",Nacional,Educación Nacional,Ejecutivo,Descentralizada,CO1.BDOS.4334652,CO1.PCCNTR.4908301,CO1.PCCNTR.4908301,Activo,V1.80111600,549119470471 Prestar los servicios personales de carácter temporal para planear y orientar la formación profesional integral que programe el centro de formación en la red de conocimiento SERVICIOS DE SALUD en sus diferentes niveles y modalidades,Prestación de servicios,Contratación directa,ServiciosProfesionales,04/28/2023,,12/15/2023,,,Transporte no incluído,Cédula de Ciudadanía,1082960886,cristian camilo garcia osorio,No,Si,No,No,Si,No,No,"30,726,225",0,0,"30,726,225",0,0,0,"30,726,225",Válido,No Definido,N/D,"8,979,979,578",0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4346121&isFromPublicArea=True&isModal=true&asPopupView=true,Inversión,Distribuido,0,No aplica,No aplica,cristian camilo garcia osorio,colombiano,Cédula de Ciudadanía,1082960886,Hombre,"30,726,225",0,0,0,0,0,04/28/2023 12:00:00 AM,700861115,,,721720050,549119470 Prestar los servicios personales de carácter temporal para planear y orientar la formación profesional integral que programe el centro de formación en la red de conocimiento SERVICIOS DE SALUD en sus diferentes niveles y modalidades
ALCALDIA DISTRITAL BARRANCABERMEJA,"890,201,900",Santander,No Definido,"Colombia,  Santander",Territorial,Servicio Público,Ejecutivo,Centralizada,CO1.BDOS.4348993,CO1.PCCNTR.4909999,CONTRATO 1540-23,Activo,V1.80111601,PRESTAR LOS SERVICIOS PROFESIONALES COMO COMUNICADORA SOCIAL PARA BRINDAR ACOMPAÑAMIENTO A LAS DIFERENTES ACTIVIDADES Y PROGRAMAS QUE REALICE EL GRUPO Y APOYAR CON LOS PROCESOS SOCIALES QUE REQUIERA EL GRUPO DE LA SECRETARIA DENTRO DEL PROYECTO APOYO PARA EL RECONOCIMIENTO Y PARTICIPACIÓN DE LAS JUV,Prestación de servicios,Contratación directa,ServiciosProfesionales,04/28/2023,,07/01/2023,,,No Definido,Cédula de Ciudadanía,1096227694,LILIANA ANDREA VILLAMIZAR CORREA,No,No,No,No,No,No,No,"6,000,000",0,0,"6,000,000",0,0,0,"6,000,000",Válido,No Definido,N/D,0,0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4352911&isFromPublicArea=True&isModal=true&asPopupView=true,Inversión,Distribuido,0,No aplica,No aplica,LILIANA ANDREA VILLAMIZAR CORREA,COLOMBIANA,Cédula de Ciudadanía,1096227694,Mujer,0,0,0,"6,000,000",0,0,04/28/2023 12:00:00 AM,702270372,,,715949590,PRESTAR LOS SERVICIOS PROFESIONALES COMO COMUNICADORA SOCIAL PARA BRINDAR ACOMPAÑAMIENTO A LAS DIFERENTES ACTIVIDADES Y PROGRAMAS QUE REALICE EL GRUPO Y APOYAR CON LOS PROCESOS SOCIALES QUE REQUIERA EL GRUPO DE LA SECRETARIA DENTRO DEL PROYECTO APOYO PARA EL RECONOCIMIENTO Y PARTICIPACIÓN DE LAS JUVENTUDES EN EL DISTRITO DE BARRANCABERMEJA
GOBERNACIÓN DE RISARALDA,"891,480,085",Risaralda,Pereira,"Colombia, Risaralda, Pereira",Territorial,No aplica/No pertenece,Ejecutivo,Centralizada,CO1.BDOS.4303587,CO1.PCCNTR.4898059,CO1.PCCNTR.4898059,Activo,V1.85101701,PRESTACIÓN DE SERVICIOS DE SALUD COLECTIVOS PARA LA PROMOCIÓN DE LA SALUD Y GESTIÓN DEL RIESGO DIRIGIDOS A DIFERENTES GRUPOS POBLACIONALES DE LOS MUNICIPIOS DEL DEPARTAMENTO ACORDE CON LOS LINEAMIENTOS Y ORIENTACIONES ESTABLECIDAS EN LAS RESOLUCIONES 518 DEL 2015 3280 DE 2018 2775 DE 2022 Y 295 DE 2,Otro,Contratación directa,ContratosConveniosInteradministrativosValorCero,04/28/2023,,12/15/2023,,,Transporte incluido,No Definido,891480036,ESE HOSPITAL SAN VICENTE DE PAUL SANTA ROSA DE CABAL,No,No,No,Si,No,No,No,"150,058,468",0,0,"150,058,468",0,0,0,"150,058,468",Válido,No Definido,N/D,0,0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4336788&isFromPublicArea=True&isModal=true&asPopupView=true,Inversión,Distribuido,0,No aplica,No aplica,Sin Descripcion,Sin Descripcion,Sin Descripcion,Sin Descripcion,No Definido,0,"60,000,000",0,"90,058,468",0,0,04/28/2023 12:00:00 AM,702280165,2023-12-16 05:00:00,2024-04-16 17:00:00,704875749,PRESTACIÓN DE SERVICIOS DE SALUD COLECTIVOS PARA LA PROMOCIÓN DE LA SALUD Y GESTIÓN DEL RIESGO DIRIGIDOS A DIFERENTES GRUPOS POBLACIONALES DE LOS MUNICIPIOS DEL DEPARTAMENTO ACORDE CON LOS LINEAMIENTOS Y ORIENTACIONES ESTABLECIDAS EN LAS RESOLUCIONES 518 DEL 2015 3280 DE 2018 2775 DE 2022 Y 295 DE 2023 PARA EL PLAN DE INTERVENCIONES COLECTIVAS PIC
SENA REGIONAL CUNDINAMARCA Grupo Administrativo CAE,"8,999,990,341",Cundinamarca,Fusagasugá,"Colombia,  Cundinamarca ,  Fusagasugá",Nacional,Trabajo,Ejecutivo,Descentralizada,CO1.BDOS.4348900,CO1.PCCNTR.4909876,CO1.PCCNTR.4909876,Activo,V1.80131500,ENTREGAR A TÍTULO DE ARRENDAMIENTO ESPACIO FÍSICO PARA EL USO DE PRESTACIÓN DE SERVICIO DE CAFETERÍA EN EL CENTRO AGROECOLÓGICO Y EMPRESARIAL DE FUSAGASUGÁ SEDE TULIPANA,Arrendamiento de inmuebles,Contratación directa,Arrendamiento de inmuebles,04/28/2023,,12/31/2023,,,A convenir,Cédula de Ciudadanía,24157247,ana sofia moreno buitrago,No,No,No,No,No,No,No,"3,464,000",0,0,"3,464,000",0,0,0,"3,464,000",Válido,No Definido,N/D,0,0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4352676&isFromPublicArea=True&isModal=true&asPopupView=true,Inversión,Distribuido,0,No aplica,No aplica,ana sofia moreno buitrago,colombia,Cédula de Ciudadanía,24157247,Mujer,"3,464,000",0,0,0,0,0,04/28/2023 12:00:00 AM,704163047,,,720917327,ENTREGAR A TÍTULO DE ARRENDAMIENTO ESPACIO FÍSICO PARA EL USO DE PRESTACIÓN DE SERVICIO DE CAFETERÍA EN EL CENTRO AGROECOLÓGICO Y EMPRESARIAL DE FUSAGASUGÁ SEDE TULIPANA
DISTRITO ESPECIAL INDUSTRIAL Y PORTUARIO DE BARRANQUILLA,"890,102,018",Atlántico,Barranquilla,"Colombia,  Atlántico ,  Barranquilla",Territorial,Servicio Público,Ejecutivo,Descentralizada,CO1.BDOS.4344545,CO1.PCCNTR.4906854,CD-06-2023-3175,Activo,V1.80111600,PRESTACIÓN DE SERVICIO DE APOYO A LA GESTION PARA EL ACOMPAÑAMIENTO EN EL DESARROLLO DE LAS ACTIVIDADES DE ÍNDOLE OPERATIVA Y MISIONAL DE LA OFICINA DEL SISBÉN,Prestación de servicios,Contratación directa,ServiciosProfesionales,04/28/2023,,08/28/2023,,,No Definido,Cédula de Ciudadanía,1007974075,MARIA CAMILA NARVAEZ OSPINO,No,No,No,No,No,No,No,"8,000,000",0,0,"8,000,000",0,0,0,"8,000,000",Válido,No Definido,N/D,"210,600,000",0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4347986&isFromPublicArea=True&isModal=true&asPopupView=true,Inversión,Distribuido,0,No aplica,No aplica,MARIA CAMILA NARVAEZ OSPINO,Colombiana,Cédula de Ciudadanía,1007974075,Mujer,0,0,0,"8,000,000",0,0,04/28/2023 12:00:00 AM,702442096,,,719975260,PRESTACIÓN DE SERVICIO DE APOYO A LA GESTION PARA EL ACOMPAÑAMIENTO EN EL DESARROLLO DE LAS ACTIVIDADES DE ÍNDOLE OPERATIVA Y MISIONAL DE LA OFICINA DEL SISBÉN
DEPARTAMENTO DE SANTANDER,"890,201,235",Santander,Bucaramanga,"Colombia,  Santander ,  Bucaramanga",Territorial,Servicio Público,Ejecutivo,Centralizada,CO1.BDOS.4271456,CO1.PCCNTR.4884446,CO1.PCCNTR.4884446,Activo,V1.93131600,AUNAR ESFUERZOS TECNICOS ADMINISTRATIVOS FINANCIEROS Y JURIDICOS CON EL MUNICIPIO DE PARAMO PARA LA CONFORMACION Y COFINANCIACION DE BOLSA COMUN DE RECURSOS DEL PROGRAMA DE ALIMENTACION ESCOLAR PAE EN EL DEPARTAMENTO DE SANTANDER PARA LA VIGENCIA 2023,Otro,Contratación Directa (con ofertas),ContratosConveniosInteradministrativosConValor,04/28/2023,,12/15/2023,,,No Definido,No Definido,800099819,ALCALDÍA PÁRAMO SANTANDER,No,No,No,Si,No,No,No,"15,616,754",0,0,"15,616,754",0,0,0,"15,616,754",Válido,No Definido,N/D,0,0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4280509&isFromPublicArea=True&isModal=true&asPopupView=true,Inversión,Distribuido,0,No aplica,No aplica,Sin Descripcion,Sin Descripcion,Sin Descripcion,Sin Descripcion,No Definido,0,"15,616,754",0,0,0,0,04/28/2023 12:00:00 AM,701515082,2023-12-16 13:00:00,2024-04-15 23:00:00,704325315,AUNAR ESFUERZOS TECNICOS ADMINISTRATIVOS FINANCIEROS Y JURIDICOS CON EL MUNICIPIO DE PARAMO PARA LA CONFORMACION Y COFINANCIACION DE BOLSA COMUN DE RECURSOS DEL PROGRAMA DE ALIMENTACION ESCOLAR PAE EN EL DEPARTAMENTO DE SANTANDER PARA LA VIGENCIA 2023
MUNICIPIO DE SABANETA,"890,980,331",Antioquia,Sabaneta,"Colombia,  Antioquia ,  Sabaneta",Territorial,No aplica/No pertenece,Ejecutivo,Centralizada,CO1.BDOS.4320903,CO1.PCCNTR.4892313,SAB-01-2230-23,Activo,V1.80111600,PRESTACIÓN DE SERVICIOS DE APOYO COMO MONITOR DE ARTE URBANO HIP HOP RAP Y MC PARA FORTALECIMIENTO DE LA ESCUELA DE MÚSICA DEL MUNICIPIO DE SABANETA,Prestación de servicios,Contratación directa,ServiciosProfesionales,04/28/2023,,10/31/2023,,,Como acordado previamente,Cédula de Ciudadanía,8105281,Jeison Duval Mazo Castañeda,No,Si,No,No,No,No,No,"13,276,800",0,0,"13,276,800",0,0,0,"13,276,800",Válido,No Definido,N/D,0,0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4328439&isFromPublicArea=True&isModal=true&asPopupView=true,Inversión,Distribuido,0,No aplica,No aplica,Jeison Duval Mazo Castañeda,Colombia,Cédula de Ciudadanía,8105281,Hombre,0,0,0,"13,276,800",0,0,04/28/2023 12:00:00 AM,702585365,,,713183143,PRESTACIÓN DE SERVICIOS DE APOYO COMO MONITOR DE ARTE URBANO HIP HOP RAP Y MC PARA FORTALECIMIENTO DE LA ESCUELA DE MÚSICA DEL MUNICIPIO DE SABANETA
MUNICIPIO DE PIEDECUESTA,"890,205,383",Santander,Piedecuesta,"Colombia,  Santander ,  Piedecuesta",Territorial,No aplica/No pertenece,Ejecutivo,Descentralizada,CO1.BDOS.4304925,CO1.PCCNTR.4910063,CO1.PCCNTR.4910063,Activo,V1.47131500,SUMINISTRO DE ELEMENTOS DE CAFETERÍA ÚTILES DE ASEO Y SIMILARES PARA EL CORRECTO FUNCIONAMIENTO ADMINISTRATIVO DE LAS DEPENDENCIAS DEL MUNICIPIO DE PIEDECUESTA SANTANDER,Suministros,Mínima cuantía,Presupuesto inferior al 10% de la menor cuantía,04/28/2023,,12/16/2023,,,No Definido,No Definido,900301734,LUVFRANK SAS,No,Si,No,Si,No,No,No,"50,000,000",0,0,"50,000,000",0,0,0,"50,000,000",Válido,No Definido,N/D,"50,000,000",0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4312204&isFromPublicArea=True&isModal=true&asPopupView=true,Funcionamiento,Distribuido,0,No aplica,No aplica,LUCILA VERANO VALLEJO,COLOMBIA,Sin Descripcion,52022097,No Definido,0,0,0,"50,000,000",0,0,04/28/2023 12:00:00 AM,702166190,2023-12-17 05:00:00,2024-04-18 04:59:00,704641182,SUMINISTRO DE ELEMENTOS DE CAFETERÍA ÚTILES DE ASEO Y SIMILARES PARA EL CORRECTO FUNCIONAMIENTO ADMINISTRATIVO DE LAS DEPENDENCIAS DEL MUNICIPIO DE PIEDECUESTA SANTANDER
ALCALDIA DISTRITAL BARRANCABERMEJA,"890,201,900",Santander,No Definido,"Colombia,  Santander",Territorial,Servicio Público,Ejecutivo,Centralizada,CO1.BDOS.4348949,CO1.PCCNTR.4910059,CONTRATO 1541-23,Activo,V1.80101600,Sin Descripcion,Prestación de servicios,Contratación directa,ServiciosProfesionales,04/28/2023,,07/01/2023,,,No Definido,Cédula de Ciudadanía,43257139,Diana Gabriela Cruz Castro,No,No,No,No,No,No,No,"4,000,000",0,0,"4,000,000",0,0,0,"4,000,000",Válido,No Definido,N/D,0,0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4352539&isFromPublicArea=True&isModal=true&asPopupView=true,Inversión,Distribuido,0,No aplica,No aplica,Diana Gabriela Cruz Castro,Colombiano,Cédula de Ciudadanía,43257139,Mujer,0,0,0,"4,000,000",0,0,04/28/2023 12:00:00 AM,702270372,,,721720928,PRESTAR LOS SERVICIOS COMO APOYO A LA GESTIÓN BRINDAR APOYO EN EL SEGUIMIENTO EVIDENCIAS E IMPACTO DE LAS ACTIVIDADES SEGÚN EL ENFOQUE Y REALIZAR ACOMPAÑAMIENTO EN LAS DIFERENTES ACTIVIDADES EN MARCO DEL PROYECTO APOYO Y FORTALECIMIENTO A ORGANIZACIONES Y FAMILIAS CON DISCAPACIDAD EN EL DISTRITO DE BARRANCABERMEJA
DEPARTAMENTO DE SANTANDER,"890,201,235",Santander,Bucaramanga,"Colombia,  Santander ,  Bucaramanga",Territorial,Servicio Público,Ejecutivo,Centralizada,CO1.BDOS.4242750,CO1.PCCNTR.4884302,CO1.PCCNTR.4884302,Activo,V1.93131600,AUNAR ESFUERZOS TECNICOS ADMINISTRATIVOS FINANCIEROS Y JURIDICOS CON EL MUNICIPIO DE ENCISO PARA LA CONFORMACION Y COFINANCIACION DE BOLSA COMUN DE RECURSOS DEL PROGRAMA DE ALIMENTACION ESCOLAR PAE EN EL DEPARTAMENTO DE SANTANDER PARA LA VIGENCIA 2023,Otro,Contratación Directa (con ofertas),ContratosConveniosInteradministrativosConValor,04/28/2023,,12/15/2023,,,No Definido,No Definido,890209666,ALCALDIA DE ENCISO SANTANDER,No,No,No,Si,No,No,No,"17,299,556",0,0,"17,299,556",0,0,0,"17,299,556",Válido,No Definido,N/D,0,0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4251984&isFromPublicArea=True&isModal=true&asPopupView=true,Inversión,Distribuido,0,No aplica,No aplica,Sin Descripcion,Sin Descripcion,Sin Descripcion,Sin Descripcion,No Definido,0,"17,299,556",0,0,0,0,04/28/2023 12:00:00 AM,701515082,2023-12-16 13:00:00,2024-04-15 23:00:00,704322999,AUNAR ESFUERZOS TECNICOS ADMINISTRATIVOS FINANCIEROS Y JURIDICOS CON EL MUNICIPIO DE ENCISO PARA LA CONFORMACION Y COFINANCIACION DE BOLSA COMUN DE RECURSOS DEL PROGRAMA DE ALIMENTACION ESCOLAR PAE EN EL DEPARTAMENTO DE SANTANDER PARA LA VIGENCIA 2023
